pais;fecha;confirmados;muertes;indice
Venezuela;1/10/20;16891.0;170.0;86.35
Venezuela;1/11/20;10381.0;99.0;86.11
Venezuela;1/12/20;11164.0;131.0;85.93
Venezuela;1/01/21;13369.0;161.0;86.55
Venezuela;1/02/21;3669.0;51.0;87.96
Vietnam;1/04/20;58.0;0.0;94.39
Vietnam;1/05/20;58.0;0.0;70.78
Vietnam;1/06/20;27.0;0.0;62.87
Vietnam;1/07/20;203.0;3.0;60.43
Vietnam;1/08/20;481.0;32.0;77.18
Vietnam;1/09/20;50.0;0.0;70.87
Vietnam;1/10/20;86.0;0.0;55.56
Vietnam;1/11/20;167.0;0.0;45.35
Vietnam;1/12/20;118.0;0.0;53.46
Vietnam;1/01/21;352.0;0.0;58.66
Vietnam;1/02/21;233.0;0.0;67.59
Yemen;1/04/20;6.0;0.0;40.74
Yemen;1/05/20;317.0;76.0;56.94
Yemen;1/06/20;835.0;232.0;58.33
Yemen;1/07/20;570.0;176.0;42.22
Yemen;1/08/20;231.0;61.0;31.48
Yemen;1/09/20;76.0;19.0;29.02
Yemen;1/10/20;29.0;6.0;32.75
Yemen;1/11/20;14.0;2.0;16.67
Yemen;1/12/20;22.0;2.0;21.37
Yemen;1/01/21;22.0;1.0;27.78
Yemen;1/02/21;10.0;0.0;27.78
Zambia;1/04/20;71.0;3.0;60.88
Zambia;1/05/20;951.0;4.0;52.35
Zambia;1/06/20;537.0;17.0;43.08
Zambia;1/07/20;4369.0;127.0;50.93
Zambia;1/08/20;6134.0;137.0;50.21
Zambia;1/09/20;2662.0;44.0;48.98
Zambia;1/10/20;1673.0;17.0;45.84
Zambia;1/11/20;1215.0;8.0;45.37
Zambia;1/12/20;3078.0;31.0;47.51
Zambia;1/01/21;33492.0;375.0;49.07
Zambia;1/02/21;9356.0;106.0;0
Zimbabwe;1/04/20;32.0;1.0;87.96
Zimbabwe;1/05/20;144.0;0.0;87.96
Zimbabwe;1/06/20;413.0;3.0;72.88
Zimbabwe;1/07/20;2578.0;60.0;74.72
Zimbabwe;1/08/20;3328.0;135.0;80.56
Zimbabwe;1/09/20;1341.0;26.0;78.36
Zimbabwe;1/10/20;529.0;15.0;71.3
Zimbabwe;1/11/20;1583.0;33.0;68.61
Zimbabwe;1/12/20;3917.0;87.0;68.45
Zimbabwe;1/01/21;19521.0;854.0;83.51
Zimbabwe;1/02/21;1270.0;122.0;84.26
